request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_240,37400.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently INR 37,400.00."
request_241,21052000.0,not_affordable,not_recommended,none,2024-03-03,none,"Do not make this payment today. Safe headroom is currently IDR 21,052,000.00."
request_242,369.4,not_affordable,not_recommended,none,,none,Do not make this payment today. Safe headroom is currently EUR 369.40.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,65760.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently INR 65,760.00."
request_246,64086.0,not_affordable,not_recommended,none,2026-04-03,none,"Do not make this payment today. Safe headroom is currently ZAR 64,086.00."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,1507.36,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently USD 1,507.36."
request_249,342.4,not_affordable,not_recommended,none,,none,Do not make this payment today. Safe headroom is currently USD 342.40.
request_250,28820.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently ZAR 28,820.00."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment today. Safe headroom is currently EUR 1,513.60."
request_252,9110500.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently IDR 9,110,500.00."
request_253,2335.57,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently EUR 2,335.57."
request_254,1759.6,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently USD 1,759.60."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,218700.0,not_affordable,not_recommended,none,2024-06-03,none,"Do not make this payment today. Safe headroom is currently INR 218,700.00."
request_257,1085.2,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently USD 1,085.20."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500 available over the next 90 days."
request_259,669.3,not_affordable,not_recommended,none,,none,Do not make this payment today. Safe headroom is currently EUR 669.30.
request_260,13522300.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently IDR 13,522,300.00."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days."
request_263,13750.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently ZAR 13,750.00."
request_264,44875.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently INR 44,875.00."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days."
request_266,935.0,not_affordable,not_recommended,none,2025-08-03,none,Do not make this payment today. Safe headroom is currently EUR 935.00.
request_267,1925.0,not_affordable,not_recommended,none,2026-01-05,none,"Do not make this payment today. Safe headroom is currently EUR 1,925.00."
request_268,1512.52,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently EUR 1,512.52."
request_269,15490.0,affordable_now,full_payment,2025-11-04:15490,2025-11-04,none,"Pay ZAR 15,490 today. This leaves at least ZAR 23,100 available over the next 90 days."
request_270,535.4,not_affordable,not_recommended,none,,none,Do not make this payment today. Safe headroom is currently USD 535.40.
request_271,84760.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently INR 84,760.00."
request_272,8815924.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently IDR 8,815,924.00."
request_273,13372200.0,not_affordable,not_recommended,none,,none,"Do not make this payment today. Safe headroom is currently IDR 13,372,200.00."
request_274,2713.7,not_affordable,not_recommended,none,2024-12-04,none,"Do not make this payment today. Safe headroom is currently EUR 2,713.70."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
